,county,date_local,time_local,sample_measurement,units_of_measure,detection_limit,uncertainty,method
6423,Santa Clara,2022-09-25,18:00,7.0,Micrograms/cubic meter (LC),5.0,,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation
6424,Santa Clara,2022-09-25,19:00,5.0,Micrograms/cubic meter (LC),5.0,,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation
6425,Santa Clara,2022-09-25,20:00,7.0,Micrograms/cubic meter (LC),5.0,,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation
6426,Santa Clara,2022-09-25,21:00,8.0,Micrograms/cubic meter (LC),5.0,,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation
6427,Santa Clara,2022-09-25,22:00,11.0,Micrograms/cubic meter (LC),5.0,,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation
6428,Santa Clara,2022-09-25,23:00,9.0,Micrograms/cubic meter (LC),5.0,,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation
6429,Santa Clara,2022-09-26,00:00,5.0,Micrograms/cubic meter (LC),5.0,,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation
6430,Santa Clara,2022-09-26,01:00,6.0,Micrograms/cubic meter (LC),5.0,,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation
6431,Santa Clara,2022-09-26,02:00,5.0,Micrograms/cubic meter (LC),5.0,,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation
6432,Santa Clara,2022-09-26,03:00,11.0,Micrograms/cubic meter (LC),5.0,,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation
6433,Santa Clara,2022-09-26,04:00,9.0,Micrograms/cubic meter (LC),5.0,,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation
6434,Santa Clara,2022-09-26,05:00,9.0,Micrograms/cubic meter (LC),5.0,,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation
6435,Santa Clara,2022-09-26,06:00,13.0,Micrograms/cubic meter (LC),5.0,,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation
6436,Santa Clara,2022-09-26,07:00,14.0,Micrograms/cubic meter (LC),5.0,,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation
6437,Santa Clara,2022-09-26,08:00,10.0,Micrograms/cubic meter (LC),5.0,,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation
6438,Santa Clara,2022-09-26,09:00,13.0,Micrograms/cubic meter (LC),5.0,,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation
6439,Santa Clara,2022-09-26,10:00,14.0,Micrograms/cubic meter (LC),5.0,,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation
6440,Santa Clara,2022-09-26,11:00,25.0,Micrograms/cubic meter (LC),5.0,,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation
6441,Santa Clara,2022-09-26,12:00,6.0,Micrograms/cubic meter (LC),5.0,,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation
6442,Santa Clara,2022-09-26,13:00,7.0,Micrograms/cubic meter (LC),5.0,,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation
6443,Santa Clara,2022-09-26,14:00,10.0,Micrograms/cubic meter (LC),5.0,,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation
6444,Santa Clara,2022-09-26,15:00,9.0,Micrograms/cubic meter (LC),5.0,,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation
6445,Santa Clara,2022-09-26,16:00,7.0,Micrograms/cubic meter (LC),5.0,,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation
6446,Santa Clara,2022-09-26,17:00,6.0,Micrograms/cubic meter (LC),5.0,,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation
6447,Santa Clara,2022-09-26,18:00,7.0,Micrograms/cubic meter (LC),5.0,,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation
6448,Santa Clara,2022-09-26,19:00,12.0,Micrograms/cubic meter (LC),5.0,,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation
6449,Santa Clara,2022-09-26,20:00,10.0,Micrograms/cubic meter (LC),5.0,,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation
6450,Santa Clara,2022-09-26,21:00,7.0,Micrograms/cubic meter (LC),5.0,,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation
6451,Santa Clara,2022-09-26,22:00,8.0,Micrograms/cubic meter (LC),5.0,,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation
6452,Santa Clara,2022-09-26,23:00,9.0,Micrograms/cubic meter (LC),5.0,,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation
6453,Santa Clara,2022-09-27,00:00,6.0,Micrograms/cubic meter (LC),5.0,,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation
6454,Santa Clara,2022-09-27,01:00,11.0,Micrograms/cubic meter (LC),5.0,,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation
6455,Santa Clara,2022-09-27,02:00,15.0,Micrograms/cubic meter (LC),5.0,,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation
6456,Santa Clara,2022-09-27,03:00,13.0,Micrograms/cubic meter (LC),5.0,,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation
6457,Santa Clara,2022-09-27,04:00,14.0,Micrograms/cubic meter (LC),5.0,,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation
6458,Santa Clara,2022-09-27,05:00,13.0,Micrograms/cubic meter (LC),5.0,,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation
6459,Santa Clara,2022-09-27,06:00,13.0,Micrograms/cubic meter (LC),5.0,,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation
6460,Santa Clara,2022-09-27,07:00,16.0,Micrograms/cubic meter (LC),5.0,,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation
6461,Santa Clara,2022-09-27,08:00,8.0,Micrograms/cubic meter (LC),5.0,,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation
6462,Santa Clara,2022-09-27,09:00,10.0,Micrograms/cubic meter (LC),5.0,,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation
6463,Santa Clara,2022-09-27,10:00,11.0,Micrograms/cubic meter (LC),5.0,,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation
6464,Santa Clara,2022-09-27,11:00,9.0,Micrograms/cubic meter (LC),5.0,,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation
6465,Santa Clara,2022-09-27,12:00,7.0,Micrograms/cubic meter (LC),5.0,,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation
6466,Santa Clara,2022-09-27,13:00,11.0,Micrograms/cubic meter (LC),5.0,,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation
6467,Santa Clara,2022-09-27,14:00,8.0,Micrograms/cubic meter (LC),5.0,,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation
6468,Santa Clara,2022-09-27,15:00,5.0,Micrograms/cubic meter (LC),5.0,,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation
6469,Santa Clara,2022-09-27,16:00,8.0,Micrograms/cubic meter (LC),5.0,,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation
6470,Santa Clara,2022-09-27,17:00,6.0,Micrograms/cubic meter (LC),5.0,,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation
6471,Santa Clara,2022-09-27,18:00,6.0,Micrograms/cubic meter (LC),5.0,,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation
6472,Santa Clara,2022-09-27,19:00,8.0,Micrograms/cubic meter (LC),5.0,,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation
6473,Santa Clara,2022-09-27,20:00,6.0,Micrograms/cubic meter (LC),5.0,,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation
6474,Santa Clara,2022-09-27,21:00,5.0,Micrograms/cubic meter (LC),5.0,,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation
6475,Santa Clara,2022-09-27,22:00,11.0,Micrograms/cubic meter (LC),5.0,,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation
6476,Santa Clara,2022-09-27,23:00,8.0,Micrograms/cubic meter (LC),5.0,,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation
6477,Santa Clara,2022-09-28,00:00,9.0,Micrograms/cubic meter (LC),5.0,,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation
6478,Santa Clara,2022-09-28,01:00,8.0,Micrograms/cubic meter (LC),5.0,,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation
6479,Santa Clara,2022-09-28,02:00,4.0,Micrograms/cubic meter (LC),5.0,,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation
6480,Santa Clara,2022-09-28,03:00,5.0,Micrograms/cubic meter (LC),5.0,,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation
6481,Santa Clara,2022-09-28,04:00,6.0,Micrograms/cubic meter (LC),5.0,,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation
6482,Santa Clara,2022-09-28,05:00,6.0,Micrograms/cubic meter (LC),5.0,,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation
6483,Santa Clara,2022-09-28,06:00,8.0,Micrograms/cubic meter (LC),5.0,,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation
6484,Santa Clara,2022-09-28,07:00,10.0,Micrograms/cubic meter (LC),5.0,,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation
6485,Santa Clara,2022-09-28,08:00,10.0,Micrograms/cubic meter (LC),5.0,,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation
6486,Santa Clara,2022-09-28,09:00,10.0,Micrograms/cubic meter (LC),5.0,,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation
6487,Santa Clara,2022-09-28,10:00,7.0,Micrograms/cubic meter (LC),5.0,,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation
6488,Santa Clara,2022-09-28,11:00,3.0,Micrograms/cubic meter (LC),5.0,,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation
6489,Santa Clara,2022-09-28,12:00,1.0,Micrograms/cubic meter (LC),5.0,,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation
6490,Santa Clara,2022-09-28,13:00,3.0,Micrograms/cubic meter (LC),5.0,,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation
6491,Santa Clara,2022-09-28,14:00,3.0,Micrograms/cubic meter (LC),5.0,,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation
6492,Santa Clara,2022-09-28,15:00,2.0,Micrograms/cubic meter (LC),5.0,,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation
6493,Santa Clara,2022-09-28,16:00,1.0,Micrograms/cubic meter (LC),5.0,,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation
6494,Santa Clara,2022-09-28,17:00,0.0,Micrograms/cubic meter (LC),5.0,,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation
6495,Santa Clara,2022-09-28,18:00,6.0,Micrograms/cubic meter (LC),5.0,,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation
6496,Santa Clara,2022-09-28,19:00,4.0,Micrograms/cubic meter (LC),5.0,,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation
6497,Santa Clara,2022-09-28,20:00,2.0,Micrograms/cubic meter (LC),5.0,,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation
6498,Santa Clara,2022-09-28,21:00,1.0,Micrograms/cubic meter (LC),5.0,,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation
6499,Santa Clara,2022-09-28,22:00,0.0,Micrograms/cubic meter (LC),5.0,,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation
6500,Santa Clara,2022-09-28,23:00,-1.0,Micrograms/cubic meter (LC),5.0,,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation
6501,Santa Clara,2022-09-29,00:00,0.0,Micrograms/cubic meter (LC),5.0,,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation
6502,Santa Clara,2022-09-29,01:00,3.0,Micrograms/cubic meter (LC),5.0,,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation
6503,Santa Clara,2022-09-29,02:00,0.0,Micrograms/cubic meter (LC),5.0,,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation
6504,Santa Clara,2022-09-29,03:00,2.0,Micrograms/cubic meter (LC),5.0,,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation
6505,Santa Clara,2022-09-29,04:00,2.0,Micrograms/cubic meter (LC),5.0,,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation
6506,Santa Clara,2022-09-29,05:00,0.0,Micrograms/cubic meter (LC),5.0,,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation
6507,Santa Clara,2022-09-29,06:00,2.0,Micrograms/cubic meter (LC),5.0,,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation
6508,Santa Clara,2022-09-29,07:00,3.0,Micrograms/cubic meter (LC),5.0,,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation
6509,Santa Clara,2022-09-29,08:00,4.0,Micrograms/cubic meter (LC),5.0,,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation
6510,Santa Clara,2022-09-29,09:00,9.0,Micrograms/cubic meter (LC),5.0,,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation
6511,Santa Clara,2022-09-29,10:00,,Micrograms/cubic meter (LC),5.0,,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation
6512,Santa Clara,2022-09-29,11:00,4.0,Micrograms/cubic meter (LC),5.0,,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation
6513,Santa Clara,2022-09-29,12:00,3.0,Micrograms/cubic meter (LC),5.0,,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation
6514,Santa Clara,2022-09-29,13:00,1.0,Micrograms/cubic meter (LC),5.0,,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation
6515,Santa Clara,2022-09-29,14:00,0.0,Micrograms/cubic meter (LC),5.0,,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation
6516,Santa Clara,2022-09-29,15:00,2.0,Micrograms/cubic meter (LC),5.0,,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation
6517,Santa Clara,2022-09-29,16:00,3.0,Micrograms/cubic meter (LC),5.0,,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation
6518,Santa Clara,2022-09-29,17:00,6.0,Micrograms/cubic meter (LC),5.0,,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation
6519,Santa Clara,2022-09-29,18:00,7.0,Micrograms/cubic meter (LC),5.0,,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation
6520,Santa Clara,2022-09-29,19:00,6.0,Micrograms/cubic meter (LC),5.0,,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation
6521,Santa Clara,2022-09-29,20:00,4.0,Micrograms/cubic meter (LC),5.0,,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation
6522,Santa Clara,2022-09-29,21:00,9.0,Micrograms/cubic meter (LC),5.0,,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation
6523,Santa Clara,2022-09-29,22:00,13.0,Micrograms/cubic meter (LC),5.0,,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation
6524,Santa Clara,2022-09-29,23:00,12.0,Micrograms/cubic meter (LC),5.0,,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation
6525,Santa Clara,2022-09-30,00:00,13.0,Micrograms/cubic meter (LC),5.0,,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation
6526,Santa Clara,2022-09-30,01:00,10.0,Micrograms/cubic meter (LC),5.0,,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation
6527,Santa Clara,2022-09-30,02:00,6.0,Micrograms/cubic meter (LC),5.0,,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation
6528,Santa Clara,2022-09-30,03:00,4.0,Micrograms/cubic meter (LC),5.0,,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation
6529,Santa Clara,2022-09-30,04:00,9.0,Micrograms/cubic meter (LC),5.0,,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation
6530,Santa Clara,2022-09-30,05:00,9.0,Micrograms/cubic meter (LC),5.0,,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation
6531,Santa Clara,2022-09-30,06:00,7.0,Micrograms/cubic meter (LC),5.0,,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation
6532,Santa Clara,2022-09-30,07:00,3.0,Micrograms/cubic meter (LC),5.0,,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation
6533,Santa Clara,2022-09-30,08:00,3.0,Micrograms/cubic meter (LC),5.0,,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation
6534,Santa Clara,2022-09-30,09:00,3.0,Micrograms/cubic meter (LC),5.0,,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation
6535,Santa Clara,2022-09-30,10:00,8.0,Micrograms/cubic meter (LC),5.0,,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation
6536,Santa Clara,2022-09-30,11:00,8.0,Micrograms/cubic meter (LC),5.0,,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation
6537,Santa Clara,2022-09-30,12:00,6.0,Micrograms/cubic meter (LC),5.0,,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation
6538,Santa Clara,2022-09-30,13:00,6.0,Micrograms/cubic meter (LC),5.0,,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation
6539,Santa Clara,2022-09-30,14:00,6.0,Micrograms/cubic meter (LC),5.0,,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation
6540,Santa Clara,2022-09-30,15:00,7.0,Micrograms/cubic meter (LC),5.0,,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation
6541,Santa Clara,2022-09-30,16:00,5.0,Micrograms/cubic meter (LC),5.0,,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation
6542,Santa Clara,2022-09-30,17:00,5.0,Micrograms/cubic meter (LC),5.0,,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation
6543,Santa Clara,2022-09-30,18:00,7.0,Micrograms/cubic meter (LC),5.0,,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation
6544,Santa Clara,2022-09-30,19:00,8.0,Micrograms/cubic meter (LC),5.0,,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation
6545,Santa Clara,2022-09-30,20:00,5.0,Micrograms/cubic meter (LC),5.0,,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation
6546,Santa Clara,2022-09-30,21:00,2.0,Micrograms/cubic meter (LC),5.0,,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation
6547,Santa Clara,2022-09-30,22:00,6.0,Micrograms/cubic meter (LC),5.0,,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation
6548,Santa Clara,2022-09-30,23:00,6.0,Micrograms/cubic meter (LC),5.0,,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation
6549,Santa Clara,2022-10-01,00:00,6.0,Micrograms/cubic meter (LC),5.0,,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation
6550,Santa Clara,2022-10-01,01:00,6.0,Micrograms/cubic meter (LC),5.0,,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation
6551,Santa Clara,2022-10-01,02:00,6.0,Micrograms/cubic meter (LC),5.0,,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation
6552,Santa Clara,2022-10-01,03:00,6.0,Micrograms/cubic meter (LC),5.0,,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation
6553,Santa Clara,2022-10-01,04:00,6.0,Micrograms/cubic meter (LC),5.0,,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation
6554,Santa Clara,2022-10-01,05:00,5.0,Micrograms/cubic meter (LC),5.0,,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation
6555,Santa Clara,2022-10-01,06:00,3.0,Micrograms/cubic meter (LC),5.0,,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation
6556,Santa Clara,2022-10-01,07:00,7.0,Micrograms/cubic meter (LC),5.0,,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation
6557,Santa Clara,2022-10-01,08:00,5.0,Micrograms/cubic meter (LC),5.0,,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation
6558,Santa Clara,2022-10-01,09:00,5.0,Micrograms/cubic meter (LC),5.0,,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation
6559,Santa Clara,2022-10-01,10:00,4.0,Micrograms/cubic meter (LC),5.0,,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation
6560,Santa Clara,2022-10-01,11:00,6.0,Micrograms/cubic meter (LC),5.0,,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation
6561,Santa Clara,2022-10-01,12:00,6.0,Micrograms/cubic meter (LC),5.0,,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation
6562,Santa Clara,2022-10-01,13:00,7.0,Micrograms/cubic meter (LC),5.0,,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation
6563,Santa Clara,2022-10-01,14:00,7.0,Micrograms/cubic meter (LC),5.0,,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation
6564,Santa Clara,2022-10-01,15:00,6.0,Micrograms/cubic meter (LC),5.0,,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation
6565,Santa Clara,2022-10-01,16:00,6.0,Micrograms/cubic meter (LC),5.0,,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation
6566,Santa Clara,2022-10-01,17:00,7.0,Micrograms/cubic meter (LC),5.0,,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation
6567,Santa Clara,2022-10-01,18:00,7.0,Micrograms/cubic meter (LC),5.0,,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation
6568,Santa Clara,2022-10-01,19:00,6.0,Micrograms/cubic meter (LC),5.0,,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation
6569,Santa Clara,2022-10-01,20:00,6.0,Micrograms/cubic meter (LC),5.0,,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation
6570,Santa Clara,2022-10-01,21:00,7.0,Micrograms/cubic meter (LC),5.0,,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation
6571,Santa Clara,2022-10-01,22:00,5.0,Micrograms/cubic meter (LC),5.0,,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation
6572,Santa Clara,2022-10-01,23:00,7.0,Micrograms/cubic meter (LC),5.0,,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation
6573,Santa Clara,2022-10-02,00:00,5.0,Micrograms/cubic meter (LC),5.0,,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation
6574,Santa Clara,2022-10-02,01:00,4.0,Micrograms/cubic meter (LC),5.0,,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation
6575,Santa Clara,2022-10-02,02:00,6.0,Micrograms/cubic meter (LC),5.0,,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation
6576,Santa Clara,2022-10-02,03:00,5.0,Micrograms/cubic meter (LC),5.0,,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation
6577,Santa Clara,2022-10-02,04:00,4.0,Micrograms/cubic meter (LC),5.0,,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation
6578,Santa Clara,2022-10-02,05:00,5.0,Micrograms/cubic meter (LC),5.0,,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation
6579,Santa Clara,2022-10-02,06:00,4.0,Micrograms/cubic meter (LC),5.0,,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation
6580,Santa Clara,2022-10-02,07:00,2.0,Micrograms/cubic meter (LC),5.0,,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation
6581,Santa Clara,2022-10-02,08:00,1.0,Micrograms/cubic meter (LC),5.0,,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation
6582,Santa Clara,2022-10-02,09:00,3.0,Micrograms/cubic meter (LC),5.0,,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation
6583,Santa Clara,2022-10-02,10:00,3.0,Micrograms/cubic meter (LC),5.0,,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation
6584,Santa Clara,2022-10-02,11:00,3.0,Micrograms/cubic meter (LC),5.0,,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation
6585,Santa Clara,2022-10-02,12:00,2.0,Micrograms/cubic meter (LC),5.0,,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation
6586,Santa Clara,2022-10-02,13:00,6.0,Micrograms/cubic meter (LC),5.0,,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation
6587,Santa Clara,2022-10-02,14:00,7.0,Micrograms/cubic meter (LC),5.0,,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation
6588,Santa Clara,2022-10-02,15:00,3.0,Micrograms/cubic meter (LC),5.0,,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation
6589,Santa Clara,2022-10-02,16:00,2.0,Micrograms/cubic meter (LC),5.0,,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation
6590,Santa Clara,2022-10-02,17:00,7.0,Micrograms/cubic meter (LC),5.0,,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation
6591,Santa Clara,2022-10-02,18:00,7.0,Micrograms/cubic meter (LC),5.0,,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation
6592,Santa Clara,2022-10-02,19:00,5.0,Micrograms/cubic meter (LC),5.0,,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation
6593,Santa Clara,2022-10-02,20:00,4.0,Micrograms/cubic meter (LC),5.0,,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation
6594,Santa Clara,2022-10-02,21:00,5.0,Micrograms/cubic meter (LC),5.0,,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation
6595,Santa Clara,2022-10-02,22:00,6.0,Micrograms/cubic meter (LC),5.0,,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation
6596,Santa Clara,2022-10-02,23:00,6.0,Micrograms/cubic meter (LC),5.0,,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation
6597,Santa Clara,2022-10-03,00:00,7.0,Micrograms/cubic meter (LC),5.0,,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation
6598,Santa Clara,2022-10-03,01:00,6.0,Micrograms/cubic meter (LC),5.0,,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation
6599,Santa Clara,2022-10-03,02:00,14.0,Micrograms/cubic meter (LC),5.0,,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation
6600,Santa Clara,2022-10-03,03:00,8.0,Micrograms/cubic meter (LC),5.0,,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation
6601,Santa Clara,2022-10-03,04:00,1.0,Micrograms/cubic meter (LC),5.0,,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation
